,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
768,Maruti,Ritz,LXi,Mumbai,Petrol,Manual,Second,2012,79000,85.8,5,3.275
769,Maruti,Alto,K10 LXI CNG Optional,Delhi,CNG,Manual,First,2017,33000,58.2,4,3.76745283
770,Hyundai,i20,2015-2017 Sportz AT 1.4,Pune,Petrol,Automatic,First,2014,108000,98.6,5,5.540849057
771,Toyota,Innova,Crysta 2.4 G MT 8S,Kochi,Diesel,Manual,First,2018,21302,147.8,8,21.05783019
772,Maruti,Swift,VDI Optional,Pune,Diesel,Manual,First,2014,82000,74,5,4.962169811
773,Toyota,Innova,2.5 GX (Diesel) 8 Seater,Chennai,Diesel,Manual,Second,2014,173000,100.6,8,9.841981132
774,Mahindra,Quanto,C2,Jaipur,Diesel,Manual,First,2013,72000,100,7,6.482264151
775,Mahindra,XUV500,W8 4WD,Bangalore,Diesel,Manual,First,2014,50299,140,7,10.34396226
776,Audi,A6,2011-2015 2.0 TDI Premium Plus,Kolkata,Diesel,Automatic,First,2014,60000,174.33,5,19.80198113
777,Toyota,Fortuner,3.0 Diesel,Kolkata,Diesel,Manual,First,2011,112999,171,7,8.143773585
778,Toyota,Innova,2.5 G4 Diesel 7-seater,Pune,Diesel,Manual,First,2010,183000,102,7,6.170660377
779,Jaguar,XF,2.2 Litre Luxury,Coimbatore,Diesel,Automatic,First,2016,58840,187.7,5,28.94160377
780,Hyundai,Verna,1.6 EX VTVT,Kolkata,Petrol,Manual,First,2014,58000,121.3,5,5.608962264
781,Hyundai,i20,1.4 CRDi Magna,Jaipur,Diesel,Manual,First,2011,78000,90,5,3.691509434
782,Skoda,Octavia,2.0 TDI MT Style,Ahmedabad,Diesel,Manual,First,2018,34000,141,5,17.99311321
783,Hyundai,i10,Sportz 1.2,Hyderabad,Petrol,Manual,First,2012,54982,78.9,5,3.801792453
784,Maruti,Alto,LXi,Jaipur,Petrol,Manual,Second,2008,65000,46.3,5,1.142264151
785,Renault,KWID,RXL,Kochi,Petrol,Manual,First,2018,16292,53.3,5,3.7
786,Hyundai,Grand,i10 Sportz,Mumbai,Petrol,Manual,First,2015,11206,82,5,4.867641509
787,Hyundai,Grand,i10 AT Asta,Pune,Petrol,Automatic,First,2015,32100,82,5,4.963962264
788,Maruti,Wagon,R LXI,Delhi,Petrol,Manual,Second,2018,22296,67.04,5,4.152358491
789,Hyundai,i20,Magna 1.4 CRDi,Kolkata,Diesel,Manual,First,2015,36113,88.73,5,4.901981132
790,Volvo,S80,D5,Delhi,Diesel,Automatic,Second,2011,87000,215,5,9.443867925
791,Renault,Duster,85PS Diesel RxZ,Jaipur,Diesel,Manual,First,2018,1001,83.8,5,7.463962264
792,Honda,City,i VTEC CVT VX,Hyderabad,Petrol,Automatic,First,2015,39822,117.3,5,9.184018868
793,Maruti,Swift,VXI BSIII,Hyderabad,Petrol,Manual,First,2008,81814,88.2,5,2.666415094
794,Hyundai,Creta,1.6 SX Plus Diesel,Chennai,Diesel,Manual,First,2016,62000,126.2,5,10.92132075
795,Maruti,Swift,Dzire VDI,Pune,Diesel,Manual,Second,2017,71000,74,5,4.790283019
796,Honda,Jazz,1.2 V CVT i VTEC,Coimbatore,Petrol,Automatic,First,2019,10452,88.7,5,8.725471698
797,Tata,Tiago,1.2 Revotron XT Option,Kolkata,Petrol,Manual,First,2018,1520,84,5,5.80745283
798,Honda,Brio,S MT,Chennai,Petrol,Manual,Second,2013,35315,86.8,5,3.629339623
799,Maruti,Swift,VDI BSIV,Hyderabad,Diesel,Manual,First,2014,91722,74,5,5.391415094
800,Hyundai,i20,1.2 Sportz Option,Pune,Petrol,Manual,First,2011,35976,80,5,3.025754717
801,Renault,KWID,RXL,Delhi,Petrol,Manual,First,2016,22000,53.3,5,2.803160377
802,Audi,A6,35 TDI Matrix,Hyderabad,Diesel,Automatic,First,2011,71000,187.74,5,8.934716981
803,Hyundai,Grand,i10 Asta Option,Pune,Petrol,Manual,First,2014,25000,82,5,4.640660377
804,Maruti,Alto,LXI,Hyderabad,Petrol,Manual,First,2010,54486,46.3,5,1.964433962
805,Jaguar,XF,2.0 Petrol Portfolio,Kolkata,Petrol,Automatic,First,2017,18366,246.74,5,57.45981132
806,Tata,Manza,Aqua Safire,Kolkata,Petrol,Manual,First,2010,16000,90,5,2.792075472
807,Tata,Nano,XTA,Coimbatore,Petrol,Automatic,First,2017,31176,37.48,4,3.395943396
808,BMW,X1,sDrive20d,Jaipur,Diesel,Automatic,Second,2012,88375,184,5,18.91566038
809,Maruti,Wagon,R AMT VXI,Jaipur,Petrol,Automatic,First,2017,34500,67,5,4.316320755
810,Toyota,Fortuner,4x4 MT,Hyderabad,Diesel,Manual,First,2012,80000,168.5,7,14.02962264
811,Volkswagen,Polo,Diesel Trendline 1.2L,Delhi,Diesel,Manual,First,2013,46000,73.9,5,3.837075472
812,Honda,Civic,2010-2013 1.8 V AT,Mumbai,Petrol,Automatic,Third,2009,70000,130.2,5,2.979528302
813,BMW,7,Series 2007-2012 730Ld,Hyderabad,Diesel,Automatic,First,2009,51000,258,5,19.60254717
814,Mahindra,XUV500,AT W10 FWD,Delhi,Diesel,Automatic,First,2017,25000,140,7,19.12245283
815,Hyundai,Elantra,SX AT,Coimbatore,Petrol,Automatic,First,2017,25132,147.4,5,20.42113208
816,Toyota,Corolla,Altis G,Delhi,Petrol,Manual,First,2011,70000,138.1,5,4.819433962
817,Maruti,Alto,800 2016-2019 LXI,Kochi,Petrol,Manual,First,2015,48913,47.3,5,3.035566038
818,Honda,City,i-DTEC SV,Hyderabad,Diesel,Manual,First,2014,63000,98.6,5,6.501698113
819,Maruti,Alto,LXi,Jaipur,Petrol,Manual,First,2011,90000,46.3,5,1.854622642
820,Honda,Brio,S MT,Chennai,Petrol,Manual,First,2013,55000,86.8,5,3.646792453
821,Volkswagen,Polo,Petrol Comfortline 1.2L,Mumbai,Petrol,Manual,First,2013,51000,73.9,5,3.578207547
822,Maruti,Ritz,ZXi,Pune,Petrol,Manual,Second,2012,35844,85.8,5,3.343490566
823,Nissan,370Z,AT,Kolkata,Petrol,Automatic,First,2012,14850,328.5,2,45.92084906
824,Audi,A6,2011-2015 2.0 TDI,Hyderabad,Diesel,Automatic,First,2014,98000,174.33,5,21.12386792
825,Hyundai,i20,Asta 1.2,Mumbai,Petrol,Manual,First,2015,17000,81.83,5,4.855471698
826,Hyundai,Verna,1.6 CRDI,Mumbai,Diesel,Manual,First,2013,42670,126.3,5,5.691698113
827,BMW,6,Series Gran Coupe,Kochi,Diesel,Automatic,First,2014,33128,313,4,43.31471698
828,Maruti,Alto,K10 VXI,Chennai,Petrol,Manual,Second,2018,7300,67.1,5,3.862169811
829,Hyundai,i20,1.4 Sportz,Kolkata,Diesel,Manual,First,2016,53416,88.73,5,6.187169811
830,Toyota,Etios,G,Chennai,Petrol,Manual,Second,2011,47000,88.73,5,3.182358491
831,Hyundai,Sonata,Embera 2.0L CRDi MT,Ahmedabad,Diesel,Manual,Second,2008,72002,142,5,5.092641509
832,Skoda,Rapid,1.5 TDI AT Ambition,Pune,Diesel,Automatic,First,2016,47000,108.4,5,9.615754717
833,Audi,A6,2011-2015 35 TDI Technology,Coimbatore,Diesel,Automatic,First,2016,47634,174.33,5,24.97454403
834,Volkswagen,Polo,1.2 MPI Highline,Ahmedabad,Petrol,Manual,First,2015,62000,74,5,4.848113208
835,Ford,Classic,1.4 Duratorq CLXI,Chennai,Diesel,Manual,Second,2013,65000,67,5,3.557075472
836,Renault,Koleos,4X2 MT,Hyderabad,Diesel,Manual,First,2014,92448,147.9,5,9.160471698
837,Ford,Ecosport,1.5 DV5 MT Ambiente,Chennai,Diesel,Manual,First,2014,68000,89.84,5,5.789811321
838,Land,Rover,Freelander 2 TD4 SE,Mumbai,Diesel,Automatic,First,2011,87000,115,5,6.325283019
839,Honda,Amaze,E i-DTEC,Pune,Diesel,Manual,First,2016,108000,98.6,5,5.350188679
840,Volvo,V40,Cross Country D3,Chennai,Diesel,Automatic,First,2015,60000,150,5,17.46603774
841,Hyundai,i10,Magna,Chennai,Petrol,Manual,First,2011,82000,78.9,5,3.463867925
842,Ford,Figo,1.2P Titanium MT,Jaipur,Petrol,Manual,First,2016,26189,86.8,5,4.770566038
843,Maruti,Ciaz,VDi Option SHVS,Jaipur,Diesel,Manual,First,2016,26300,88.5,5,7.893773585
844,Toyota,Fortuner,4x2 AT TRD Sportivo,Mumbai,Diesel,Automatic,First,2016,35000,168.7,7,23.95811321
845,Tata,Indica,Vista Terra Quadrajet 1.3L BS IV,Pune,Diesel,Manual,First,2010,67000,75,5,2.594716981
846,Hyundai,EON,Magna,Jaipur,Petrol,Manual,First,2012,42285,55,5,2.218679245
847,Mahindra,KUV,100 mFALCON G80 K6 Plus,Kolkata,Petrol,Manual,First,2017,7000,82,6,5.270849057
848,Hyundai,i20,1.2 Spotz,Pune,Petrol,Manual,First,2016,42000,81.83,5,5.117735849
849,Hyundai,Santro,Xing GLS,Kochi,Petrol,Manual,First,2015,56967,62.1,5,3.746698113
850,Mercedes-Benz,GLA,Class 220 d 4MATIC,Coimbatore,Diesel,Automatic,First,2019,29566,170,5,40.83924528
851,Maruti,Wagon,R Stingray LXI,Kochi,Petrol,Manual,First,2015,41836,67.04,5,3.829528302
852,Mahindra,Bolero,Power Plus ZLX,Coimbatore,Diesel,Manual,First,2018,19764,70,7,6.848113208
853,Tata,Indica,Vista Aura 1.3 Quadrajet,Kolkata,Diesel,Manual,First,2009,134000,75,5,2.015943396
854,Hyundai,Elite,i20 Petrol Sportz,Delhi,Petrol,Manual,First,2018,8321,81.86,5,7.164056604
855,Tata,Indica,Vista TDI LS,Pune,Diesel,Manual,First,2015,174000,70,5,3.726603774
856,Toyota,Qualis,FS B3,Pune,Diesel,Manual,Second,2002,119613,75,10,2.927264151
857,Maruti,Swift,Dzire LXI,Chennai,Petrol,Manual,First,2017,21000,83.14,5,5.929245283
858,Volkswagen,Vento,1.5 TDI Highline,Mumbai,Diesel,Manual,First,2015,55600,103.2,5,5.592830189
859,Fiat,Linea,Classic 1.3 Multijet,Kolkata,Diesel,Manual,First,2014,61000,75,5,3.265471698
860,Honda,Brio,S MT,Pune,Petrol,Manual,Second,2013,38428,86.8,5,3.572641509
862,Hyundai,i20,1.2 Asta,Mumbai,Petrol,Manual,First,2012,18000,80,5,3.835
863,Ford,Endeavour,2.2 Titanium AT 4X2,Chennai,Diesel,Automatic,First,2019,7000,158,7,31.00981132
864,Hyundai,i20,1.2 Asta,Kochi,Petrol,Manual,First,2016,24779,81.83,5,5.498490566
865,Maruti,Wagon,R VXI 1.2,Kochi,Petrol,Manual,First,2019,17431,81.8,5,6.348301887
866,Mahindra,Scorpio,VLS 2.2 mHawk,Chennai,Diesel,Manual,First,2008,88000,120,8,3.976226415
867,Maruti,Wagon,R LXI,Kochi,Petrol,Manual,First,2015,29347,67.04,5,3.611415094
868,Maruti,Ciaz,VDi,Ahmedabad,Diesel,Manual,First,2015,24000,88.5,5,6.469811321
869,Audi,A4,35 TDI Premium Plus,Coimbatore,Diesel,Automatic,First,2016,60249,187.74,5,29.68811321
870,Maruti,Ciaz,1.4 Zeta,Mumbai,Petrol,Manual,First,2017,15000,91.1,5,8.375188679
871,Ford,Freestyle,Titanium Plus Diesel,Kolkata,Diesel,Manual,First,2018,3013,98.63,5,7.783490566
873,Mahindra,XUV500,W8 4WD,Hyderabad,Diesel,Manual,First,2013,83503,140,7,9.541698113
874,Chevrolet,Cruze,LTZ,Mumbai,Diesel,Manual,Second,2011,69000,147.9,5,6.57620283
875,Hyundai,EON,D Lite Plus Option,Kolkata,Petrol,Manual,First,2018,54000,55.2,5,3.165377358
876,Maruti,Ritz,VDi,Bangalore,Diesel,Manual,First,2013,49000,73.94,5,4.050660377
878,Maruti,Wagon,R VXI,Chennai,Petrol,Manual,Second,2010,36000,67.04,5,2.207169811
879,Ford,EcoSport,1.5 Ti VCT MT Titanium,Coimbatore,Petrol,Manual,First,2018,12899,110.4,5,10.74933962
880,Renault,Duster,110PS Diesel RxZ AMT,Bangalore,Diesel,Automatic,First,2016,56839,108.45,5,14.98877358
881,Maruti,Swift,VVT ZXI,Pune,Petrol,Manual,First,2012,46972,81.8,5,3.60990566
882,Mahindra,Xylo,D4,Coimbatore,Diesel,Manual,First,2015,96012,93.7,7,6.478867925
884,Honda,CR-V,2.4 AT,Ahmedabad,Petrol,Automatic,Third,2010,90000,152,5,5.440849057
885,Fiat,Punto,EVO 1.3 Emotion,Kochi,Diesel,Manual,First,2016,32835,91.7,5,6.235849057
886,Hyundai,Creta,1.6 CRDi AT SX Plus,Kochi,Diesel,Automatic,First,2017,60739,126.2,5,10.99971698
887,Fiat,Abarth,595 Competizione,Mumbai,Petrol,Automatic,First,2017,19476,160,4,20.61698113
888,Ford,Ecosport,1.0 Ecoboost Platinum Edition,Mumbai,Petrol,Manual,First,2017,15000,123.24,5,10.4340566
889,Jaguar,XF,3.0 Litre S Premium Luxury,Hyderabad,Diesel,Automatic,First,2011,53000,270.9,5,23.01377358
890,Hyundai,Grand,i10 Sportz,Chennai,Petrol,Manual,Second,2016,20000,82,5,5.195754717
891,Mercedes-Benz,M-Class,ML 320 CDI,Hyderabad,Diesel,Automatic,First,2008,67000,224.34,5,11.82490566
892,Toyota,Innova,2.5 V Diesel 7-seater,Bangalore,Diesel,Manual,Second,2009,140000,102,7,6.209245283
893,Honda,Accord,2.4 AT,Delhi,Petrol,Automatic,Second,2011,25000,177.6,5,7.821981132
894,Maruti,Wagon,R LXI,Jaipur,Petrol,Manual,Second,2007,69000,67.1,5,1.548301887
895,Hyundai,i20,1.4 CRDi Magna,Hyderabad,Diesel,Manual,First,2013,65461,90,5,5.561320755
896,Maruti,Swift,VXI,Kolkata,Petrol,Manual,First,2014,33000,85.8,5,3.767735849
897,Honda,City,1.5 E MT,Ahmedabad,Petrol,Manual,First,2011,52000,118,5,3.948962264
898,Volkswagen,Polo,1.2 MPI Comfortline,Kochi,Petrol,Manual,First,2015,29215,74,5,5.094622642
899,Hyundai,Accent,Executive LPG,Jaipur,LPG,Manual,Second,2010,40000,93.7,5,2.264339623
900,ISUZU,D-MAX,V-Cross 4X4,Jaipur,Diesel,Manual,First,2017,290000,134,5,17.76433962
901,Honda,BR-V,i-VTEC VX MT,Coimbatore,Petrol,Manual,First,2017,14519,117.3,7,10.63981132
902,Maruti,Swift,Dzire Tour LDI,Jaipur,Diesel,Manual,First,2012,350000,74,5,3.616226415
903,Honda,Mobilio,V i DTEC,Kolkata,Diesel,Manual,First,2014,39000,98.6,7,5.631132075
904,Maruti,Ertiga,VXI,Coimbatore,Petrol,Manual,First,2016,40130,93.7,7,6.661132075
905,Mitsubishi,Pajero,Sport 4X2 AT,Bangalore,Diesel,Automatic,First,2015,58000,175.56,7,23.19726415
906,Mercedes-Benz,B,Class 2012-2015 B200 Sport CDI,Bangalore,Diesel,Automatic,First,2013,43000,107.3,5,14.23078616
907,Maruti,Eeco,5 STR With AC Plus HTR CNG,Mumbai,CNG,Manual,First,2017,15500,73,5,5.002264151
908,Volkswagen,Vento,1.6 Trendline,Mumbai,Petrol,Manual,First,2011,34948,103.5,5,3.155377358
909,Maruti,Versa,DX2,Bangalore,Petrol,Manual,Third,2006,98245,83.1,8,3.030754717
910,Honda,City,i DTEC SV,Delhi,Diesel,Manual,First,2014,36390,98.6,5,5.838113208
911,Maruti,Swift,Dzire 1.2 Lxi BSIV,Mumbai,Petrol,Manual,First,2010,122000,85.8,5,2.902106918
912,Volkswagen,Vento,Diesel Trendline,Ahmedabad,Diesel,Manual,First,2013,79003,103.6,5,4.826226415
913,Skoda,Laura,1.9 TDI AT Ambiente,Kochi,Diesel,Automatic,Second,2013,78830,105,5,7.048584906
914,Honda,Brio,V MT,Mumbai,Petrol,Manual,First,2011,53000,86.8,5,2.726132075
915,Maruti,A-Star,Vxi,Chennai,Petrol,Manual,Second,2009,53000,66.1,5,2.010377358
916,Maruti,SX4,VDI,Jaipur,Diesel,Manual,Second,2011,82000,88.8,5,3.033490566
917,Hyundai,Elantra,1.6 SX,Mumbai,Diesel,Manual,First,2013,95000,126.2,5,5.731981132
918,Maruti,Alto,K10 LXI,Kochi,Petrol,Manual,First,2017,18090,67.1,5,4.134716981
919,Maruti,Alto,LX,Pune,Petrol,Manual,Third,2004,70332,46.3,5,0.960754717
920,Datsun,redi-GO,T Option,Jaipur,Petrol,Manual,First,2018,46000,53.64,5,3.568018868
921,Ford,Ecosport,1.5 DV5 MT Titanium Optional,Kochi,Diesel,Manual,First,2015,63402,89.84,5,6.084433962
922,Honda,City,i DTec SV,Kolkata,Diesel,Manual,First,2017,13000,98.6,5,6.896603774
923,Mercedes-Benz,New,C-Class C 250 CDI Elegance,Pune,Diesel,Automatic,First,2010,65505,204,5,9.657169811
924,Hyundai,Sonata,Embera 2.4L MT,Pune,Petrol,Manual,Third,2006,154000,165,5,10.88896226
925,Chevrolet,Spark,1.0 LS,Bangalore,Petrol,Manual,Second,2008,85142,62,5,1.515849057
926,Volkswagen,Polo,1.2 MPI Highline,Jaipur,Petrol,Manual,First,2016,45000,74,5,5.118867925
927,Hyundai,i10,Sportz 1.2,Delhi,Petrol,Manual,First,2011,48000,78.9,5,3.128679245
929,Maruti,Alto,K10 VXI,Kochi,Petrol,Manual,First,2016,39549,67.1,5,3.605377358
930,Honda,CR-V,2.4 AT,Kochi,Petrol,Automatic,Second,2011,100922,152,5,6.666415094
931,Hyundai,Verna,1.6 VTVT EX AT,Chennai,Petrol,Automatic,First,2013,55000,121.4,5,5.587264151
932,Mercedes-Benz,New,C-Class C 250 CDI Elegance,Hyderabad,Diesel,Automatic,Second,2011,45000,204,5,10.61283019
933,Honda,Amaze,VX CVT i-VTEC,Jaipur,Petrol,Automatic,First,2017,145000,88.7,5,6.846603774
934,Mahindra,Xylo,E8,Kolkata,Diesel,Manual,First,2011,45000,112,8,5.945377358
935,Hyundai,Sonata,Transform 2.4 GDi AT,Bangalore,Petrol,Automatic,First,2012,44000,198.25,5,15.4990566
936,Hyundai,Creta,1.4 CRDi S Plus,Bangalore,Diesel,Manual,First,2015,48000,88.7,5,6.91990566
937,Toyota,Innova,2.5 G4 Diesel 7-seater,Kochi,Diesel,Manual,First,2011,64139,102,7,6.617358491
939,Maruti,Alto,800 CNG LXI,Kolkata,CNG,Manual,First,2013,14311,47.3,5,2.20254717
940,Hyundai,i20,Magna 1.2,Bangalore,Petrol,Manual,First,2016,20000,81.83,5,5.118584906
941,Mercedes-Benz,SLC,43 AMG,Coimbatore,Petrol,Automatic,First,2018,18338,362.07,2,62.64981132
942,Hyundai,i20,1.4 Sportz,Kochi,Diesel,Manual,First,2019,17964,88.73,5,9.15990566
943,Toyota,Fortuner,4x2 4 Speed AT,Hyderabad,Diesel,Automatic,First,2012,55500,169,7,18.08735849
944,Mahindra,Scorpio,VLX 2WD Airbag BSIII,Chennai,Diesel,Manual,Second,2008,130000,120,8,4.249150943
945,Mercedes-Benz,GLE,350d,Hyderabad,Diesel,Automatic,First,2016,50000,254.79,5,67.15981132
946,Volkswagen,Polo,1.2 MPI Highline,Mumbai,Petrol,Manual,First,2015,49830,74,5,4.536320755
947,BMW,5,Series 2003-2012 520d,Kolkata,Diesel,Automatic,First,2009,49000,177,5,11.41584906
948,Ford,Ecosport,1.5 DV5 MT Ambiente,Kolkata,Diesel,Manual,First,2013,53967,89.84,5,4.684150943
949,Maruti,SX4,Zxi BSIII,Mumbai,Petrol,Manual,First,2011,54000,104.68,5,3.233207547
950,Hyundai,i20,1.4 Asta AT (O) with Sunroof,Hyderabad,Petrol,Automatic,First,2009,75000,100,5,3.140943396
951,Hyundai,Xcent,1.1 CRDi S,Pune,Diesel,Manual,First,2016,100000,71,5,4.039622642
952,Renault,Lodgy,110PS RxL,Chennai,Diesel,Manual,First,2015,142000,108.5,8,7.991886792
953,Renault,Duster,110PS Diesel RxZ,Jaipur,Diesel,Manual,Second,2012,83388,108.45,5,5.835754717
954,Maruti,Swift,Dzire VXi,Delhi,Petrol,Manual,First,2012,62000,85.8,5,3.091981132
955,Honda,City,i DTec VX,Kolkata,Diesel,Manual,First,2016,61000,98.6,5,6.175188679
956,Audi,A4,3.0 TDI Quattro Premium,Bangalore,Diesel,Automatic,First,2011,45000,241.4,5,23.37028302
957,Mercedes-Benz,E-Class,250 D W 124,Bangalore,Diesel,Manual,First,2013,33000,157.7,5,8.422264151
958,Toyota,Innova,2.5 LE 2014 Diesel 8 Seater,Pune,Diesel,Manual,First,2014,113565,100.6,8,9.729716981
959,Volkswagen,Jetta,2007-2011 2.0 TDI Trendline,Hyderabad,Diesel,Manual,First,2008,131000,105,5,3.880188679
960,Mahindra,Bolero,ZLX,Delhi,Diesel,Manual,First,2015,72253,62.1,7,4.961509434
961,Maruti,Swift,Dzire VXI,Coimbatore,Petrol,Manual,First,2016,46346,83.14,5,5.724150943
962,Honda,City,1.5 V MT,Hyderabad,Petrol,Manual,First,2016,37000,118,5,8.681981132
963,Hyundai,Grand,i10 1.2 CRDi Sportz,Coimbatore,Diesel,Manual,First,2019,56371,73.97,5,5.978867925
964,Tata,Indigo,CS eVX,Pune,Diesel,Manual,First,2016,98500,69.01,5,3.221509434
965,Maruti,Baleno,Zeta 1.3,Ahmedabad,Diesel,Manual,First,2015,71588,74,5,5.862358491
966,Maruti,Alto,800 2016-2019 LXI,Ahmedabad,Petrol,Manual,First,2014,68000,47.3,5,2.62490566
967,Mercedes-Benz,E-Class,E240 V6 AT,Mumbai,Petrol,Automatic,Second,2003,66800,203,5,6.160377358
968,Maruti,Swift,Dzire Vdi BSIV,Chennai,Diesel,Manual,First,2016,90000,73.9,5,4.422169811
969,Nissan,Terrano,XE 85 PS,Jaipur,Diesel,Manual,First,2013,54000,83.8,5,4.432830189
970,Mercedes-Benz,New,C-Class C 200 CGI,Mumbai,Petrol,Automatic,Second,2011,87248,184,5,6.850377358
971,Maruti,Celerio,VXI,Pune,Petrol,Manual,First,2017,9052,67.04,5,4.011792453
972,Hyundai,Santro,Xing GLS,Delhi,Petrol,Manual,First,2014,67320,62.1,5,3.256320755
973,Volkswagen,Polo,1.2 MPI Highline,Kochi,Petrol,Manual,First,2018,28635,74,5,6.186415094
974,Mahindra,Bolero,ZLX,Kochi,Diesel,Manual,First,2016,78904,62.1,7,5.271132075
975,BMW,5,Series 2013-2017 530d M Sport,Kochi,Diesel,Automatic,First,2018,16409,258,5,59.23811321
976,Honda,City,1.5 V MT Sunroof,Delhi,Petrol,Manual,Second,2012,61180,116.3,5,4.841792453
977,Hyundai,i20,Sportz 1.2,Delhi,Petrol,Manual,Second,2014,59577,82.85,5,4.305
978,Toyota,Innova,2.5 GX (Diesel) 8 Seater BS IV,Mumbai,Diesel,Manual,First,2016,24104,100,8,9.019622642
979,BMW,5,Series 2007-2010 525d Sedan,Mumbai,Diesel,Automatic,Third,2008,69000,218,5,9.62990566
980,Volkswagen,Polo,GT TSI,Bangalore,Petrol,Automatic,First,2015,35000,103.6,5,6.553018868
981,Mitsubishi,Pajero,Sport 4X2 AT,Ahmedabad,Diesel,Automatic,First,2014,75000,175.56,7,16.38974057
982,Maruti,Ertiga,VXI,Jaipur,Petrol,Manual,First,2014,98000,93.7,7,5.211226415
983,Audi,A6,2011-2015 2.0 TDI Technology,Chennai,Diesel,Automatic,Third,2014,51843,174.33,5,23.4204717
984,Maruti,Swift,Dzire VDI,Jaipur,Diesel,Manual,Second,2013,80000,74,5,4.235
985,Toyota,Fortuner,3.0 Diesel,Pune,Diesel,Manual,Third,2009,110000,171,7,6.779339623
986,Hyundai,i10,Sportz 1.1L,Kochi,Petrol,Manual,First,2015,75383,68.05,5,3.88754717
987,Mahindra,TUV,300 2015-2019 T8 AMT,Kochi,Diesel,Automatic,First,2017,31861,100,7,8.78
988,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC,Mumbai,Diesel,Manual,First,2011,57900,170,5,7.543301887
989,Maruti,Swift,Dzire Ldi BSIV,Delhi,Diesel,Manual,First,2014,48000,73.9,5,4.578679245
990,Hyundai,i20,Magna,Kochi,Petrol,Manual,First,2015,33544,82.85,5,5.093018868
991,Maruti,Swift,VDI BSIV,Chennai,Diesel,Manual,First,2015,65000,74,5,5.356226415
992,Toyota,Innova,Crysta 2.4 VX MT 8S,Coimbatore,Diesel,Manual,First,2017,103189,147.8,8,17.6354717
993,Toyota,Etios,V,Kochi,Petrol,Manual,First,2017,35007,88.73,5,7.753679245
994,Toyota,Corolla,Altis Diesel D4DG,Pune,Diesel,Manual,First,2010,98000,87.2,5,3.084056604
995,Hyundai,Grand,i10 1.2 CRDi Magna,Hyderabad,Diesel,Manual,First,2017,25678,73.97,5,6.711132075
996,Maruti,SX4,ZDI,Coimbatore,Diesel,Manual,First,2015,65636,88.73,5,5.662264151
997,Audi,A6,2011-2015 35 TDI Premium,Kochi,Diesel,Automatic,First,2015,21730,174.33,5,22.88415094
998,Honda,Amaze,S i-Vtech,Chennai,Petrol,Manual,First,2013,46112,86.7,5,4.044528302
999,Hyundai,i20,Magna 1.2,Kolkata,Petrol,Manual,First,2015,20000,81.83,5,4.081603774
1000,Mahindra,XUV500,W6 2WD,Hyderabad,Diesel,Manual,First,2013,67000,140,7,9.523113208
1001,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,Ahmedabad,Diesel,Automatic,First,2016,29000,204,5,33.03367925
1002,Hyundai,Verna,1.4 CRDi,Pune,Diesel,Manual,First,2014,86000,88.7,5,5.395377358
1003,Honda,Amaze,EX i-Vtech,Hyderabad,Petrol,Manual,First,2013,34000,86.7,5,4.380943396
1004,Audi,A4,2.0 TDI Premium Sport Limited Edition,Bangalore,Diesel,Automatic,First,2014,36000,174.33,5,24.24669811
1005,Hyundai,i10,Magna,Mumbai,Petrol,Manual,First,2013,49000,78.9,5,3.863867925
1006,Tata,Tigor,1.2 Revotron XT,Mumbai,Petrol,Manual,First,2017,7000,84,5,5.647924528
1007,Hyundai,Xcent,1.1 CRDi S,Kolkata,Diesel,Manual,First,2014,60188,71,5,3.631226415
1008,Ford,Figo,Diesel ZXI,Ahmedabad,Diesel,Manual,First,2012,79000,68,5,2.785471698
1009,Toyota,Innova,2.5 GX (Diesel) 7 Seater,Chennai,Diesel,Manual,Second,2012,115439,100,7,9.343396226
1010,Hyundai,i20,2015-2017 1.4 CRDi Sportz,Pune,Diesel,Manual,Second,2011,104500,90,5,3.423207547
1011,Mercedes-Benz,E-Class,E250 CDI Launch Edition,Delhi,Diesel,Automatic,First,2013,35000,204,5,22.72471698
1012,Hyundai,Creta,1.6 SX Plus Diesel,Coimbatore,Diesel,Manual,First,2016,26186,126.2,5,12.03528302
1013,Chevrolet,Spark,1.0 LT,Pune,Petrol,Manual,First,2012,58061,62,5,2.099339623
1014,Hyundai,i20,1.4 CRDi Sportz,Ahmedabad,Diesel,Manual,First,2011,62000,90,5,3.571981132
1015,Maruti,Swift,Dzire VDI,Mumbai,Diesel,Manual,Second,2013,118000,74,5,3.93754717
1016,Hyundai,i10,Magna 1.2,Chennai,Petrol,Manual,First,2009,65000,78.9,5,2.846509434
1017,Hyundai,Santro,Xing GLS,Hyderabad,Petrol,Manual,First,2008,44379,62.1,5,1.788584906
1018,Ford,Ecosport,1.5 DV5 MT Ambiente,Kochi,Diesel,Manual,First,2017,61041,89.84,5,7.781415094
1019,Ford,Fiesta,Classic 1.4 Duratorq CLXI,Bangalore,Diesel,Manual,Second,2011,73000,67,5,2.536792453
1020,Hyundai,Creta,1.6 CRDi AT SX Plus,Pune,Diesel,Automatic,First,2016,57297,126.2,5,11.37613208
